arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
30,100.000000,50,9259551.136526,9259551.136526,9259551.136526,9259551.136526,9259551.136526,9259551.136526,9259551.136526,9259551.136526
30,2000.000000,800,244611451.847863,244611451.847863,244611451.847863,244611451.847863,244611451.847863,244611451.847863,244611451.847863,244611451.847863
30,500.000000,200,58420834.763912,58420834.763912,58420834.763912,58420834.763912,58420834.763912,58420834.763912,58420834.763912,58420834.763912
30,8.500000,262144,20040326.907195,20031906.047822,20031906.047822,20031906.047822,20031906.047822,20031906.047822,20031906.047822,20031906.047822
30,9.800000,32768,30015423.094895,29976703.214039,29976703.214039,29976703.214039,29976703.214039,29976703.214039,29976703.214039,29976703.214039
30,12.400000,4096,51153493.069260,50983919.897320,50983919.897320,50983919.897320,50983919.897320,50983919.897320,50983919.897320,50983919.897320
30,18.900000,512,92165592.606931,92165592.606931,92165592.606931,92165592.606931,92165592.606931,92165592.606931,92165592.606931,92165592.606931
30,60.000000,24,132292699.186490,132070630.935725,138232598.335292,140590278.617241,140589814.833532,140229121.058901,138729624.465096,140590278.617241
30,60.000000,18,141042630.482149,141500390.354002,141500390.354002,141500390.354002,141500390.354002,141475741.852765,141384036.485326,141500390.354002
30,60.000000,12,140957554.608067,140957554.608067,140957554.608067,140957554.608067,140957554.608067,140957554.608067,140957554.608067,140957554.608067
30,56.300000,64,140871929.199223,140871929.199223,140871929.199223,140871929.199223,140871929.199223,140871929.199223,140871929.199223,140871929.199223
