arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
38,100.000000,50,8593512.218793,8593512.218793,8593512.218793,8593512.218793,8593512.218793,8593512.218793,8593512.218793,8593512.218793
38,2000.000000,800,243583305.753062,243583305.753062,243583305.753062,243583305.753062,243583305.753062,243583305.753062,243583305.753062,243583305.753062
38,500.000000,200,58305762.591212,58305762.591212,58305762.591212,58305762.591212,58305762.591212,58305762.591212,58305762.591212,58305762.591212
38,8.500000,262144,12279986.497861,12279986.497861,12279986.497861,12279986.497861,12279986.497861,12279986.497861,12279986.497861,12279986.497861
38,9.800000,32768,20759799.075111,20759799.075111,20759799.075111,20759799.075111,20759799.075111,20759799.075111,20759799.075111,20759799.075111
38,12.400000,4096,34288199.025059,34081918.314984,34064583.581568,34064583.581568,34064583.581568,34064583.581568,34064583.581568,34064583.581568
38,18.900000,512,69738293.898244,69566277.442284,69566277.442284,69566277.442284,69566277.442284,69566277.442284,69566277.442284,69566277.442284
38,60.000000,24,103125921.858774,103273265.832052,103273265.832052,103273265.832052,103273265.832052,103209273.061964,103092453.745001,103273265.832052
38,60.000000,18,104502683.872076,104502683.872076,104502683.872076,104502683.872076,104502683.872076,104502683.872076,104502683.872076,104502683.872076
38,60.000000,12,104284099.921437,104284099.921437,104284099.921437,104284099.921437,104284099.921437,104284099.921437,104284099.921437,104284099.921437
38,56.300000,64,103755220.224011,103755220.224011,103755220.224011,103755220.224011,103755220.224011,103755220.224011,103755220.224011,103755220.224011
