arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
40,100.000000,50,8190258.097479,8200182.243857,8200182.243857,8200182.243857,8190258.097479,8199959.738783,8200182.243857,8199959.738783
40,2000.000000,800,243047499.757606,243047499.757606,243047499.757606,243047499.757606,243047499.757606,243047499.757606,243047499.757606,243047499.757606
40,500.000000,200,57833022.722468,57833022.722468,57833022.722468,57833022.722468,57833022.722468,57833022.722468,57833022.722468,57833022.722468
40,9.800000,32768,18093799.134980,18132075.597720,18132075.597720,18132075.597720,18132075.597720,18132075.597720,18132075.597720,18132075.597720
40,8.500000,262144,11739389.702062,11775841.486868,11775841.486868,11775841.486868,11775841.486868,11775841.486868,11775841.486868,11775841.486868
40,12.400000,4096,30362488.401144,30237654.431143,30237654.431143,30237654.431143,30237654.431143,30237654.431143,30237654.431143,30237654.431143
40,18.900000,512,63920899.385999,63929125.892614,63929125.892614,63947463.049235,63947463.049235,63929125.892614,63929125.892614,63929125.892614
40,60.000000,24,95572834.836403,95610782.257016,95610782.257016,95610782.257016,95610782.257016,95570464.332169,95448745.301803,95610782.257016
40,60.000000,18,92567512.484025,92567512.484025,92567512.484025,92567512.484025,92567512.484025,92567512.484025,92567512.484025,92567512.484025
40,60.000000,12,94215904.475595,94215904.475595,94215904.475595,94215904.475595,94215904.475595,94215904.475595,94215904.475595,94215904.475595
40,56.300000,64,93098237.735166,93098237.735166,93098237.735166,93098237.735166,93098237.735166,93098237.735166,93098237.735166,93098237.735166
