arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
22,500.000000,200,59103888.140916,59103888.140916,59103888.140916,59103888.140916,59103888.140916,59103888.140916,59103888.140916,59103888.140916
22,100.000000,50,9821857.800273,9821857.800273,9821857.800273,9821857.800273,9821857.800273,9821857.800273,9821857.800273,9821857.800273
22,2000.000000,800,243247906.074861,243247906.074861,243247906.074861,243247906.074861,243247906.074861,243247906.074861,243247906.074861,243247906.074861
22,8.500000,262144,34424232.032878,34424232.032878,34424232.032878,34424232.032878,34424232.032878,34424232.032878,34424232.032878,34424232.032878
22,9.800000,32768,45238960.911883,45369964.149496,45238960.911883,45238960.911883,45238960.911883,45238960.911883,45238960.911883,45238960.911883
22,12.400000,4096,68515622.630258,68515622.630258,68515622.630258,68515622.630258,68515622.630258,68515622.630258,68515622.630258,68515622.630258
22,18.900000,512,112210124.425667,112210124.425667,112210124.425667,112210124.425667,112210124.425667,112210124.425667,112210124.425667,112210124.425667
22,60.000000,24,167766874.913166,168378089.937040,168706045.320363,168963280.104763,168963280.104763,168963280.104763,168963280.104763,168963280.104763
22,60.000000,18,172120855.259689,173709282.565141,174012271.737022,174515279.746603,175663433.985347,178093924.528595,177408221.480590,176319066.399348
22,60.000000,12,177318837.850696,177318837.850696,177318837.850696,177318837.850696,177318837.850696,177318837.850696,177318837.850696,177318837.850696
22,56.300000,64,177528478.361853,177528478.361853,177528478.361853,177528478.361853,177528478.361853,177528478.361853,177528478.361853,177528478.361853
