arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
40,100.000000,50,7935149.995438,7942973.679646,7942973.679646,7942973.679646,7935149.995438,7942973.679646,7942973.679646,7942973.679646
40,2000.000000,800,240787773.221441,240787773.221441,240787773.221441,240787773.221441,240787773.221441,240787773.221441,240787773.221441,240787773.221441
40,500.000000,200,57022216.651166,57022216.651166,57022216.651166,57022216.651166,57022216.651166,57022216.651166,57022216.651166,57022216.651166
40,8.500000,262144,10730487.939910,10730487.939910,10730487.939910,10730487.939910,10730487.939910,10730487.939910,10730487.939910,10730487.939910
40,9.800000,32768,17562976.340900,17355389.145368,17355389.145368,17355389.145368,17355389.145368,17355389.145368,17355389.145368,17355389.145368
40,12.400000,4096,30128031.968539,30022075.292228,30022075.292228,30022075.292228,30022075.292228,30022075.292228,30022075.292228,30022075.292228
40,18.900000,512,64028424.036691,64011926.391563,64011926.391563,64011926.391563,64011926.391563,64011926.391563,64011926.391563,64011926.391563
40,60.000000,18,93670680.026062,93670680.026062,93670680.026062,93670680.026062,93670680.026062,93670680.026062,93670680.026062,93670680.026062
40,60.000000,24,94764443.863328,94764443.863328,94764443.863328,94764443.863328,94764443.863328,94721640.438013,94593289.120915,94764443.863328
40,60.000000,12,95346896.800450,95346896.800450,95346896.800450,95346896.800450,95346896.800450,95346896.800450,95346896.800450,95346896.800450
40,56.300000,64,94354788.180088,94354788.180088,94354788.180088,94354788.180088,94354788.180088,94354788.180088,94354788.180088,94354788.180088
