arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
20,500.000000,200,59025135.206581,59025135.206581,59025135.206581,59025135.206581,59025135.206581,59025135.206581,59025135.206581,59025135.206581
20,2000.000000,800,247488704.529839,247488704.529839,247488704.529839,247488704.529839,247488704.529839,247488704.529839,247488704.529839,247488704.529839
20,100.000000,50,9935513.397495,9935513.397495,9935513.397495,9935513.397495,9935513.397495,9935513.397495,9935513.397495,9935513.397495
20,8.500000,262144,38571306.378523,38345796.807049,38345796.807049,38345796.807049,38345796.807049,38345796.807049,38345796.807049,38345796.807049
20,9.800000,32768,49732671.079500,49732671.079500,49732671.079500,49732671.079500,49732671.079500,49732671.079500,49732671.079500,49732671.079500
20,12.400000,4096,71914845.122371,71914845.122371,71914845.122371,71914845.122371,71914845.122371,71914845.122371,71914845.122371,71914845.122371
20,18.900000,512,115971158.956357,115971158.956357,115971158.956357,115971158.956357,115971158.956357,115971158.956357,115971158.956357,115971158.956357
20,60.000000,24,174483671.725074,174563050.437650,174563050.437650,174563050.437650,174563050.437650,174563050.437650,174563050.437650,174563050.437650
20,60.000000,18,181193598.120990,181183519.286881,181672598.755355,181852667.431174,182200486.560164,184322466.854945,184322466.854945,182180712.153255
20,60.000000,12,185334267.348271,185964112.845251,186157358.537646,186157358.537646,186157358.537646,186157358.537646,186157358.537646,186157358.537646
20,56.300000,64,185916619.418294,185916619.418294,185916619.418294,185916619.418294,185916619.418294,185916619.418294,185916619.418294,185916619.418294
