arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
38,500.000000,200,57420973.107282,57420973.107282,57420973.107282,57420973.107282,57420973.107282,57420973.107282,57420973.107282,57420973.107282
38,100.000000,50,8148907.621886,8176374.386236,8176374.386236,8176374.386236,8176374.386236,8176374.386236,8176374.386236,8176374.386236
38,2000.000000,800,242374033.573706,242374033.573706,242374033.573706,242374033.573706,242374033.573706,242374033.573706,242374033.573706,242374033.573706
38,9.800000,32768,18142218.768182,18199444.990828,18199444.990828,18199444.990828,18199444.990828,18199444.990828,18199444.990828,18199444.990828
38,8.500000,262144,14521785.109879,14521785.109879,14521785.109879,14521785.109879,14521785.109879,14521785.109879,14521785.109879,14521785.109879
38,12.400000,4096,33428613.143395,33247229.032519,33247229.032519,33247229.032519,33247229.032519,33247229.032519,33247229.032519,33247229.032519
38,18.900000,512,69410679.903574,69265668.957252,69265668.957252,69265668.957252,69265668.957252,69265668.957252,69265668.957252,69265668.957252
38,60.000000,24,104706795.940624,104778235.926972,104778235.926972,104778235.926972,104778235.926972,104721812.438518,104564550.879953,104778235.926972
38,60.000000,18,102622437.941402,102622437.941402,102622437.941402,102622437.941402,102622437.941402,102622437.941402,102622437.941402,102622437.941402
38,60.000000,12,104623090.280427,104623090.280427,104623090.280427,104623090.280427,104623090.280427,104623090.280427,104623090.280427,104623090.280427
38,56.300000,64,103567789.560619,103567789.560619,103567789.560619,103567789.560619,103567789.560619,103567789.560619,103567789.560619,103567789.560619
