frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,435314.051470,416397.213645,443473.915808,443473.915808,443520.608193,443473.915808
2,319954.084936,313173.101099,311502.526070,324355.496950,324483.254366,324355.496950
1024,1112177.621804,753284.632154,611641.770323,595758.675337,597492.114684,595814.884244
64,355378.059307,322937.103433,311740.669347,313554.903698,313572.028601,313581.126758
4,278305.242378,281393.858257,281393.858257,281393.858257,281393.858257,281393.858257
32768,569543.409964,556405.894478,540243.444655,523177.956953,536540.418518,535425.553468
2048,761541.716607,766897.973696,665835.053482,506012.951471,505545.734850,506229.265518
256,536942.556516,550723.238577,513836.196019,390162.594180,387416.702956,384762.201161
128,691483.493423,678373.994137,556637.791630,554711.855995,554711.855995,554691.664871
8192,627477.566624,603515.907249,585102.985086,544900.900490,546636.401562,402518.736755
16,559700.631796,512363.228749,531690.716251,507570.633974,507497.441860,507560.990292
16384,925441.522976,919602.640589,913876.850363,895182.694325,878359.408619,718078.013891
512,959681.577974,933416.221644,926427.441479,920614.658993,948881.238676,946630.358354
32,848380.271170,761420.285675,769583.578577,769583.578577,787154.600586,703562.705183
4096,1604634.547571,1616145.266364,1528624.713914,1426221.280630,1496296.612270,1419195.081462
65536,2908442.437084,2904320.517108,2894126.699479,2928547.705423,2915628.874414,2922413.783250
