frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
65536,265904.197248,265968.111940,265968.111940,265904.197248,265968.111940,273679.882697
16,138238.394623,139767.438289,139675.411655,136273.519420,138315.925789,139539.701644
32,340743.545405,310196.420192,320084.273033,320063.826249,320099.796139,320083.620879
2048,256953.904666,251276.648276,237803.710772,216794.575746,218926.769229,220188.421383
2,191050.448958,181467.559101,177996.440886,178258.396658,185047.927881,185069.389306
8,506369.465326,523856.516842,523856.516842,523857.270642,523857.270642,523856.516842
4,255529.003681,237114.844040,225376.560223,232555.488553,232555.488553,225376.560223
8192,1020468.574696,981211.310238,844606.990142,792055.565108,741423.214482,735090.080826
4096,980005.959492,930734.609798,868164.717712,822619.904567,823105.897689,814168.982248
256,702831.371566,652277.461400,613012.317398,623081.960929,616331.577329,616331.577329
128,739983.304412,714965.923136,718979.703851,697842.320220,616351.592137,614682.943612
64,695472.606090,640181.897864,660627.562780,608135.914193,622195.944732,627604.006703
16384,1471023.638416,1468828.145443,1461537.572024,1440797.136759,1426779.494881,1224363.523890
1024,1241986.984671,1139658.723506,1052291.732674,899831.276152,903821.951255,884118.778751
512,1160805.248216,1006837.464768,886503.357409,951628.370987,951628.370987,930215.489966
32768,1674960.607438,1724633.375329,1618205.965502,1787696.762079,1485347.146184,1460071.130796
