frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
32,97419.872028,97419.872028,97419.872028,97419.872028,97419.872028,97419.872028
8192,112976.457136,112976.457136,112976.457136,112976.457136,112976.457136,112976.457136
4,109528.421430,109528.421430,109528.421430,109528.421430,109528.421430,109528.421430
2,108173.948453,108173.948453,108173.948453,108173.948453,108173.948453,108173.948453
4096,287715.627577,287715.627577,287715.627577,287715.627577,287715.627577,287715.627577
512,155279.703622,155073.749597,155073.749597,155073.749597,155073.749597,155073.749597
16384,191232.437369,191031.363650,191031.363650,191031.363650,191232.437369,191031.363650
8,206934.695825,206934.695825,206934.695825,206934.695825,206934.695825,206934.695825
128,328649.716239,337707.082042,337707.082042,337707.082042,337707.082042,337707.082042
1024,184612.477764,184275.434182,184275.434182,184275.434182,184275.434182,184275.434182
2048,314753.308032,314753.308032,314753.308032,314753.308032,314753.308032,314753.308032
32768,502874.225161,502874.225161,502874.225161,502874.225161,502874.225161,502874.225161
16,394350.503405,394350.503405,394350.503405,394350.503405,394350.503405,394350.503405
256,400142.615402,400142.615402,400142.615402,400142.615402,400142.615402,400142.615402
65536,297811.932417,297811.932417,297811.932417,297811.932417,297811.932417,297811.932417
64,821472.430351,368237.579397,368237.579397,368237.579397,368237.579397,368237.579397
