frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,123458.161200,123458.161200,123458.161200,123458.161200,123458.161200,123458.161200
4,178715.059528,178715.059528,178715.059528,178715.059528,178715.059528,178715.059528
8192,126923.531813,126559.251025,126559.251025,126559.251025,126559.251025,126559.251025
1024,197808.487689,197808.487689,197808.487689,197808.487689,197808.487689,197808.487689
32768,316462.447284,316462.447284,316462.447284,316462.447284,316462.447284,316462.447284
128,193193.493006,193193.493006,193193.493006,193193.493006,193193.493006,193193.493006
2048,290094.143362,257606.969137,257606.969137,257606.969137,290094.143362,257606.969137
65536,215061.665392,215061.665392,215061.665392,215061.665392,215061.665392,215061.665392
256,331514.754581,331514.754581,331514.754581,331514.754581,331514.754581,331514.754581
64,192235.323578,192235.323578,192235.323578,192235.323578,192235.323578,192235.323578
16384,254354.461305,254354.461305,254354.461305,254354.461305,254354.461305,254354.461305
32,315031.524080,315031.524080,315031.524080,315031.524080,315031.524080,315031.524080
16,284090.445591,284090.445591,284090.445591,284090.445591,284090.445591,284090.445591
4096,353121.852469,353121.852469,353121.852469,353121.852469,353121.852469,353121.852469
2,583591.659143,355615.008437,355615.008437,355615.008437,355615.008437,355615.008437
512,1271138.039703,427178.571245,427178.571245,427178.571245,427178.571245,427178.571245
