frequency,Dynamic_njobs25_mode0_L2_norm_flow_time,Dynamic_njobs25_mode0_maximum_flow_time,Dynamic_njobs25_mode1_L2_norm_flow_time,Dynamic_njobs25_mode1_maximum_flow_time,Dynamic_njobs25_mode2_L2_norm_flow_time,Dynamic_njobs25_mode2_maximum_flow_time,Dynamic_njobs25_mode4_L2_norm_flow_time,Dynamic_njobs25_mode4_maximum_flow_time,Dynamic_njobs25_mode8_L2_norm_flow_time,Dynamic_njobs25_mode8_maximum_flow_time,Dynamic_njobs25_mode16_L2_norm_flow_time,Dynamic_njobs25_mode16_maximum_flow_time
4,122231.739123,47561.000000,175600.338718,23104.000000,164546.753578,21864.000000,160966.251801,29836.000000,141088.097340,39015.000000,117220.885571,46429.000000
8,124556.199067,52648.000000,131713.995661,23254.000000,123654.602244,24687.000000,119417.156632,31268.000000,119600.519125,47562.000000,124565.224613,52648.000000
65536,141604.902359,40315.000000,117608.180434,10361.000000,116215.322329,11059.000000,115542.435733,12397.000000,115582.892259,12397.000000,116429.739508,15786.000000
2048,655781.244085,260478.000000,1025768.223318,45251.000000,1047802.139554,40384.000000,1050010.709431,43373.000000,1009149.200171,51266.000000,958692.877269,64404.000000
4096,322782.534377,111643.000000,518422.159584,45764.000000,576320.564237,36159.000000,568616.711051,35606.000000,520817.526642,41257.000000,452556.737160,70742.000000
128,318610.506407,196876.000000,443650.783871,54499.000000,325189.771249,66148.000000,310707.947674,81541.000000,305781.410424,141455.000000,318615.243449,196876.000000
2,186336.233857,136138.000000,269479.433926,45544.000000,243476.107516,54195.000000,242442.564576,56844.000000,199433.288972,59596.000000,165432.087438,82598.000000
16,274537.317864,120641.000000,357943.197084,40538.000000,297241.677934,71481.000000,275658.299498,105082.000000,271695.905626,120641.000000,274591.021514,120641.000000
32,232927.145893,158493.000000,346394.701605,28741.000000,301954.451527,78349.000000,248746.635841,113458.000000,227078.516236,135283.000000,232927.145893,158493.000000
64,373165.907343,201058.000000,428644.032583,44897.000000,412004.950245,49184.000000,414596.974924,64593.000000,358261.730415,93172.000000,355177.230928,142808.000000
32768,652570.389937,207140.000000,827114.576532,95901.000000,852841.795333,114190.000000,866556.810269,135011.000000,870008.700719,135011.000000,863761.787854,135011.000000
1024,523182.152574,281211.000000,745702.968361,54745.000000,700153.056416,67651.000000,692286.548473,82307.000000,685345.233048,91505.000000,687418.367200,91505.000000
256,641602.572598,237908.000000,987893.535549,65601.000000,907566.972112,73226.000000,887453.791420,113828.000000,927301.802942,169849.000000,810325.023995,213943.000000
512,474227.002477,206974.000000,724463.435063,70686.000000,687973.555014,73531.000000,691140.378698,64723.000000,595987.892510,101972.000000,502793.872682,199521.000000
8192,609053.507379,272353.000000,816499.914779,59747.000000,818909.779421,61391.000000,814671.926905,63437.000000,808008.590529,74876.000000,791209.873945,74876.000000
16384,1372836.444776,21812.000000,1212662.964061,42822.000000,1210528.246475,42367.000000,1226210.137837,41695.000000,1221391.561275,46214.000000,1212877.001374,59801.000000
