frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
32,93796.643234,93796.643234,93796.643234,93796.643234,93796.643234,93796.643234
16,125569.239414,125569.239414,125569.239414,125569.239414,125569.239414,125569.239414
64,163418.728572,163418.728572,163418.728572,163418.728572,163418.728572,163418.728572
8,197444.860956,197444.860956,197444.860956,197444.860956,197444.860956,197444.860956
65536,107243.551387,107243.551387,107243.551387,107243.551387,107243.551387,107243.551387
128,137216.480231,137216.480231,137216.480231,137216.480231,137216.480231,137216.480231
16384,216579.270555,212274.619269,212274.619269,212274.619269,212274.619269,212274.619269
4,142205.024275,142205.024275,142205.024275,142205.024275,142205.024275,142205.024275
256,147627.841239,147627.841239,147627.841239,147627.841239,147627.841239,147627.841239
512,166311.777587,166311.777587,166311.777587,166311.777587,166311.777587,166311.777587
32768,366486.950200,366485.404801,366485.404801,366485.404801,366485.404801,366485.404801
1024,541950.485307,215593.019544,215593.019544,215593.019544,215593.019544,215593.019544
2048,142238.245370,142238.245370,142238.245370,142238.245370,142238.245370,142238.245370
4096,457920.251929,457920.251929,457920.251929,457920.251929,457920.251929,457920.251929
8192,322069.552813,322069.552813,322069.552813,322069.552813,322069.552813,322069.552813
2,380386.158301,380386.158301,380386.158301,380386.158301,380386.158301,380386.158301
