frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,105153.011944,105153.011944,105153.011944,105153.011944,105153.011944,105153.011944
256,137877.968806,135410.839322,135410.839322,135410.839322,135410.839322,135410.839322
16,180414.785264,174527.512149,174527.512149,174527.512149,174527.512149,174527.512149
128,189469.775883,189469.775883,189469.775883,189469.775883,189469.775883,189469.775883
2,242521.833056,242427.502745,242521.833056,242521.833056,242521.833056,242427.502745
65536,287046.006715,287046.006715,287046.006715,287046.006715,287046.006715,287046.006715
64,294796.652768,294796.652768,294796.652768,294796.652768,294796.652768,294796.652768
1024,310717.965288,226936.131830,226936.131830,226936.131830,226936.131830,226936.131830
32,301150.074519,301150.074519,301150.074519,301150.074519,301150.074519,301150.074519
4096,522328.759468,522328.759468,522328.759468,522328.759468,522328.759468,522328.759468
4,351997.030843,351997.030843,351997.030843,351997.030843,351997.030843,351997.030843
16384,797111.509516,797111.509516,797111.509516,797111.509516,797111.509516,797111.509516
8192,590363.456797,589442.929598,589442.929598,589442.929598,589442.929598,589442.929598
2048,484308.449403,484308.449403,484308.449403,484308.449403,484308.449403,484308.449403
32768,604735.871279,604735.871279,604735.871279,604735.871279,604735.871279,604735.871279
512,564963.492902,564963.492902,564963.492902,564963.492902,564963.492902,564963.492902
