frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
16384,331155.475877,323432.834187,301448.604089,309414.586156,313373.598285,313106.275692
2,193183.631672,196529.843423,196451.106067,177263.580597,177121.870931,177257.007940
64,319140.359674,247938.960531,256021.273059,256021.273059,260236.702556,255997.548877
4096,552258.417826,564221.798589,504706.521703,399711.222039,309819.567221,279454.645635
16,388802.531062,282059.646499,248805.001063,248805.001063,248805.001063,248813.597496
2048,996802.118036,956938.582553,995912.697321,926295.727862,819098.684154,819034.005005
512,473834.136560,425136.762868,379250.023711,377469.507276,367149.106109,367149.106109
32,539395.677583,417236.034443,418008.275069,413279.036342,425857.855907,400094.411401
1024,565545.832148,562339.341230,501220.306937,551826.573565,450531.263424,450462.512650
8192,1249292.458340,1269670.513704,1296472.334958,1303193.374040,1301104.181361,689760.581619
8,434905.348256,368240.819903,326981.645896,343710.801230,343710.801230,343710.801230
128,620158.357328,611749.002954,559774.659528,545268.937232,545268.937232,543189.538989
4,633596.502493,603051.675686,620365.621697,614334.021910,614334.021910,620365.621697
256,747087.962205,659393.373164,632343.489819,658058.987194,683092.127858,571544.491702
65536,906207.073219,906207.073219,884898.162752,850151.441939,824376.613671,919605.154189
32768,1615671.679083,1614655.168037,1609322.533850,1597040.666215,1608121.721156,1762435.000058
