frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
32768,149785.894519,49662.000000,149785.894519,49662.000000,149785.894519,49662.000000,149785.894519,49662.000000,149785.894519,49662.000000,149785.894519,49662.000000
256,315137.196432,247370.000000,315137.196432,247370.000000,315137.196432,247370.000000,315137.196432,247370.000000,315137.196432,247370.000000,315137.196432,247370.000000
2,183009.157241,80598.000000,183009.157241,80598.000000,183009.157241,80598.000000,183009.157241,80598.000000,183009.157241,80598.000000,183009.157241,80598.000000
2048,216314.469135,91093.000000,216314.469135,91093.000000,216314.469135,91093.000000,216314.469135,91093.000000,216314.469135,91093.000000,216314.469135,91093.000000
512,463435.886139,174602.000000,463435.886139,174602.000000,463435.886139,174602.000000,463435.886139,174602.000000,463435.886139,174602.000000,463435.886139,174602.000000
8,279959.968472,210838.000000,279959.968472,210838.000000,279959.968472,210838.000000,279959.968472,210838.000000,279959.968472,210838.000000,279959.968472,210838.000000
128,256874.393716,140271.000000,256874.393716,140271.000000,256874.393716,140271.000000,256874.393716,140271.000000,256874.393716,140271.000000,256874.393716,140271.000000
65536,433910.005354,157653.000000,433910.005354,157653.000000,433910.005354,157653.000000,433910.005354,157653.000000,433910.005354,157653.000000,433910.005354,157653.000000
8192,317642.296861,189154.000000,317642.296861,189154.000000,317642.296861,189154.000000,317642.296861,189154.000000,317642.296861,189154.000000,317642.296861,189154.000000
64,455419.244915,237849.000000,455419.244915,237849.000000,455419.244915,237849.000000,455419.244915,237849.000000,455419.244915,237849.000000,455419.244915,237849.000000
4096,59680.238354,16741.000000,59680.238354,16741.000000,59680.238354,16741.000000,59680.238354,16741.000000,59680.238354,16741.000000,59680.238354,16741.000000
1024,437026.027275,202969.000000,437026.027275,202969.000000,437026.027275,202969.000000,437026.027275,202969.000000,437026.027275,202969.000000,437026.027275,202969.000000
32,315397.673546,109259.000000,315397.673546,109259.000000,315397.673546,109259.000000,315397.673546,109259.000000,315397.673546,109259.000000,315397.673546,109259.000000
16,337404.681941,225570.000000,337404.681941,225570.000000,337404.681941,225570.000000,337404.681941,225570.000000,337404.681941,225570.000000,337404.681941,225570.000000
16384,353878.749763,230305.000000,353878.749763,230305.000000,353878.749763,230305.000000,353878.749763,230305.000000,353878.749763,230305.000000,353878.749763,230305.000000
4,368672.483971,240714.000000,368672.483971,240714.000000,368672.483971,240714.000000,368672.483971,240714.000000,368672.483971,240714.000000,368672.483971,240714.000000
