frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
512,119237.645217,119237.645217,119237.645217,119237.645217,119237.645217,119237.645217
256,188759.180677,188759.180677,188759.180677,188759.180677,188759.180677,188759.180677
2,243616.072031,243616.072031,243616.072031,243616.072031,243616.072031,243616.072031
8,148989.925273,148989.925273,148989.925273,148989.925273,148989.925273,148989.925273
32768,248431.043700,248431.043700,248431.043700,248431.043700,248431.043700,248431.043700
16384,297345.495493,297345.495493,297345.495493,297345.495493,297345.495493,297345.495493
65536,264270.763822,264270.763822,264270.763822,264270.763822,264270.763822,264270.763822
1024,204271.493403,196259.871805,196259.871805,196259.871805,196259.871805,196259.871805
32,273453.560474,228728.227827,228728.227827,228728.227827,228728.227827,228728.227827
128,251816.486631,251816.486631,251816.486631,251816.486631,251816.486631,251816.486631
4096,206048.357467,191742.413313,191742.413313,191742.413313,206048.357467,191742.413313
64,389253.796542,389253.796542,389253.796542,389253.796542,389253.796542,389253.796542
2048,215004.515153,224177.954311,224177.954311,224177.954311,224177.954311,224177.954311
16,331806.285597,331806.285597,331806.285597,331806.285597,331806.285597,331806.285597
8192,379125.464405,379125.464405,379125.464405,379125.464405,379125.464405,379125.464405
4,313232.888835,294910.308957,294910.308957,294910.308957,294910.308957,294910.308957
