frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
65536,446699.357245,77747.000000,443870.817475,76329.000000,444529.985572,77747.000000,446699.357245,77747.000000,446699.357245,77747.000000,446699.357245,77747.000000
16,226924.046837,189464.000000,395678.513207,149766.000000,226924.046837,189464.000000,226924.046837,189464.000000,226924.046837,189464.000000,226924.046837,189464.000000
8192,234322.067857,164267.000000,239707.869134,109663.000000,235338.744224,130519.000000,234322.067857,164267.000000,234322.067857,164267.000000,234322.067857,164267.000000
4,157229.415511,84322.000000,148524.613522,70842.000000,157229.415511,84322.000000,157229.415511,84322.000000,157229.415511,84322.000000,157229.415511,84322.000000
2048,293480.654454,183878.000000,304153.531666,133649.000000,293480.654454,183878.000000,293480.654454,183878.000000,293480.654454,183878.000000,293480.654454,183878.000000
256,203915.173227,163307.000000,297202.049816,93824.000000,203915.173227,163307.000000,203915.173227,163307.000000,203915.173227,163307.000000,203915.173227,163307.000000
128,185848.001122,132109.000000,173287.815051,86642.000000,185848.001122,132109.000000,185848.001122,132109.000000,185848.001122,132109.000000,185848.001122,132109.000000
1024,175082.935122,111528.000000,235233.614586,87107.000000,175082.935122,111528.000000,175082.935122,111528.000000,175082.935122,111528.000000,175082.935122,111528.000000
32,350318.792984,170883.000000,363664.774006,121660.000000,349494.156761,170883.000000,349476.828202,170883.000000,350318.792984,170883.000000,350318.792984,170883.000000
4096,238845.686913,139893.000000,341154.069069,91697.000000,329224.682289,83665.000000,238845.686913,139893.000000,238845.686913,139893.000000,238845.686913,139893.000000
8,314045.460120,164666.000000,390295.606550,139880.000000,314045.460120,164666.000000,314045.460120,164666.000000,314045.460120,164666.000000,314045.460120,164666.000000
2,304011.121510,225409.000000,304011.121510,225409.000000,304011.121510,225409.000000,304011.121510,225409.000000,304011.121510,225409.000000,304011.121510,225409.000000
64,349839.172068,246572.000000,375227.706714,146744.000000,406410.331142,160310.000000,349839.172068,246572.000000,349839.172068,246572.000000,349839.172068,246572.000000
16384,440232.569327,277545.000000,591574.269305,139190.000000,440232.569327,277545.000000,440232.569327,277545.000000,440232.569327,277545.000000,440232.569327,277545.000000
512,678351.155080,277040.000000,845846.630894,233539.000000,678351.155080,277040.000000,678351.155080,277040.000000,678351.155080,277040.000000,678351.155080,277040.000000
32768,944778.288689,271997.000000,955382.202013,271997.000000,944778.288689,271997.000000,944778.288689,271997.000000,944778.288689,271997.000000,944778.288689,271997.000000
