frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,70481.209560,70481.209560,70481.209560,70481.209560,70481.209560,70481.209560
32768,118387.258356,103594.316958,103594.316958,106366.637025,106366.637025,103594.316958
256,128267.009157,128267.009157,128267.009157,128267.009157,128267.009157,128267.009157
64,173668.381463,173668.381463,173668.381463,173668.381463,173668.381463,173668.381463
2,267636.191957,267636.191957,267636.191957,267636.191957,267636.191957,267636.191957
4096,216551.362748,216551.362748,216551.362748,216551.362748,216551.362748,216551.362748
4,178493.806374,178493.806374,178493.806374,178493.806374,178493.806374,178493.806374
16,368960.979427,368960.979427,368960.979427,368960.979427,368960.979427,368960.979427
8192,187125.093317,187125.093317,187125.093317,187125.093317,187125.093317,187125.093317
512,211280.395039,211280.395039,211280.395039,211280.395039,211280.395039,211280.395039
2048,316969.735857,316969.735857,316969.735857,316969.735857,316969.735857,316969.735857
32,494171.568467,494171.568467,494171.568467,494171.568467,494171.568467,494171.568467
1024,343172.626697,343172.626697,343172.626697,343172.626697,343172.626697,343172.626697
65536,376682.877182,376682.877182,376682.877182,376682.877182,376682.877182,376682.877182
128,1463828.598564,350384.774868,350384.774868,350384.774868,350384.774868,350384.774868
16384,437666.602662,437666.602662,437666.602662,437666.602662,437666.602662,437666.602662
