frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
8,90434.803627,28321.000000,89193.240596,28321.000000,88860.621684,28321.000000,90434.803627,28321.000000,90434.803627,28321.000000,90434.803627,28321.000000
16384,220799.238746,114802.000000,263805.241354,55916.000000,258919.351295,55916.000000,255831.212650,103386.000000,220833.216147,110176.000000,217817.561714,114802.000000
32768,695025.372066,189966.000000,1045313.905918,120949.000000,1027138.305963,135260.000000,991765.714390,139677.000000,907406.916251,150106.000000,798996.736889,161795.000000
256,356669.777845,184045.000000,432447.191695,79594.000000,437521.658641,133768.000000,352494.977075,163305.000000,356669.777845,184045.000000,356669.777845,184045.000000
16,555714.763589,282753.000000,677688.374468,148648.000000,555870.786016,251797.000000,555714.763589,282753.000000,588498.035450,251797.000000,555714.763589,282753.000000
4,472794.310456,240808.000000,594496.955500,130087.000000,530918.704869,175973.000000,472794.310456,240808.000000,472794.310456,240808.000000,472794.310456,240808.000000
64,527412.403835,261807.000000,547566.290254,162068.000000,520131.845201,239368.000000,504273.253993,204848.000000,527412.403835,261807.000000,527412.403835,261807.000000
512,562648.497840,253557.000000,596129.745222,75224.000000,592055.700738,110969.000000,563189.140907,141585.000000,562648.497840,253557.000000,562648.497840,253557.000000
32,395312.265338,282097.000000,454912.558990,93929.000000,437204.067416,137509.000000,448936.961935,202669.000000,426896.880271,246675.000000,395312.265338,282097.000000
2048,537666.181307,155888.000000,667166.143749,46125.000000,703784.831836,56694.000000,683480.585749,72411.000000,589448.818035,79388.000000,537666.181307,155888.000000
2,464347.029360,263620.000000,580250.527582,138637.000000,481519.329209,209357.000000,460777.089560,263620.000000,481750.201964,263620.000000,459918.431072,263620.000000
8192,565713.652431,224586.000000,796938.719528,58670.000000,764125.999004,61925.000000,733051.102966,145607.000000,633411.826097,198963.000000,565713.652431,224586.000000
128,636533.536447,278768.000000,713268.098971,155829.000000,698854.654408,184969.000000,709367.000337,184969.000000,694807.295531,184969.000000,636533.536447,278768.000000
1024,736507.254173,264500.000000,914090.794533,83093.000000,915866.609758,119255.000000,804772.301658,173045.000000,803143.004101,197157.000000,765756.323478,249668.000000
4096,1100980.420162,292965.000000,1715863.606433,85280.000000,1662936.520586,102527.000000,1651180.177611,119441.000000,1598013.006298,144405.000000,1100980.420162,292965.000000
65536,2854633.020277,49090.000000,2773265.596026,96089.000000,2770878.620775,91086.000000,2770016.465844,86770.000000,2771546.454604,76841.000000,2831827.451433,49090.000000
