frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
8192,121308.966210,68293.000000,121308.966210,68293.000000,121308.966210,68293.000000,121308.966210,68293.000000,121308.966210,68293.000000,121308.966210,68293.000000
1024,197334.483059,123919.000000,197334.483059,123919.000000,197334.483059,123919.000000,197334.483059,123919.000000,197334.483059,123919.000000,197334.483059,123919.000000
64,228801.947920,118616.000000,228801.947920,118616.000000,228801.947920,118616.000000,228801.947920,118616.000000,228801.947920,118616.000000,228801.947920,118616.000000
256,179288.202930,75136.000000,179288.202930,75136.000000,179288.202930,75136.000000,179288.202930,75136.000000,179288.202930,75136.000000,179288.202930,75136.000000
8,111426.921953,32102.000000,111426.921953,32102.000000,111426.921953,32102.000000,111426.921953,32102.000000,111426.921953,32102.000000,111426.921953,32102.000000
32,200010.174241,129229.000000,200010.174241,129229.000000,200010.174241,129229.000000,200010.174241,129229.000000,200010.174241,129229.000000,200010.174241,129229.000000
2,147768.993148,39236.000000,147768.993148,39236.000000,147768.993148,39236.000000,147768.993148,39236.000000,147768.993148,39236.000000,147768.993148,39236.000000
2048,234612.882933,106041.000000,234612.882933,106041.000000,234612.882933,106041.000000,234612.882933,106041.000000,234612.882933,106041.000000,234612.882933,106041.000000
128,161647.924756,70217.000000,161647.924756,70217.000000,161647.924756,70217.000000,161647.924756,70217.000000,161647.924756,70217.000000,161647.924756,70217.000000
512,228166.780415,135962.000000,228166.780415,135962.000000,228166.780415,135962.000000,228166.780415,135962.000000,228166.780415,135962.000000,228166.780415,135962.000000
4,199400.240915,104806.000000,199400.240915,104806.000000,199400.240915,104806.000000,199400.240915,104806.000000,199400.240915,104806.000000,199400.240915,104806.000000
32768,319550.898960,211524.000000,319550.898960,211524.000000,319550.898960,211524.000000,319550.898960,211524.000000,319550.898960,211524.000000,319550.898960,211524.000000
16384,151803.687702,52930.000000,151803.687702,52930.000000,151803.687702,52930.000000,151803.687702,52930.000000,151803.687702,52930.000000,151803.687702,52930.000000
4096,183465.460218,139919.000000,183465.460218,139919.000000,183465.460218,139919.000000,183465.460218,139919.000000,183465.460218,139919.000000,183465.460218,139919.000000
65536,559253.069381,228317.000000,559253.069381,228317.000000,559253.069381,228317.000000,559253.069381,228317.000000,559253.069381,228317.000000,559253.069381,228317.000000
16,264909.551944,164152.000000,264909.551944,164152.000000,264909.551944,164152.000000,264909.551944,164152.000000,264909.551944,164152.000000,264909.551944,164152.000000
