frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
8,101752.582817,36670.000000,101752.582817,36670.000000,101752.582817,36670.000000,101752.582817,36670.000000,101752.582817,36670.000000,101752.582817,36670.000000
16,132819.670780,86741.000000,132819.670780,86741.000000,132819.670780,86741.000000,132819.670780,86741.000000,132819.670780,86741.000000,132819.670780,86741.000000
16384,372307.611472,259886.000000,372307.611472,259886.000000,372307.611472,259886.000000,372307.611472,259886.000000,372307.611472,259886.000000,372307.611472,259886.000000
8192,171097.080001,67706.000000,171097.080001,67706.000000,171097.080001,67706.000000,171097.080001,67706.000000,171097.080001,67706.000000,171097.080001,67706.000000
2,257630.678736,192762.000000,257630.678736,192762.000000,257630.678736,192762.000000,257630.678736,192762.000000,257630.678736,192762.000000,257630.678736,192762.000000
2048,412679.656120,214905.000000,412679.656120,214905.000000,412679.656120,214905.000000,412679.656120,214905.000000,412679.656120,214905.000000,412679.656120,214905.000000
4096,449493.815030,234711.000000,449493.815030,234711.000000,449493.815030,234711.000000,449493.815030,234711.000000,449493.815030,234711.000000,449493.815030,234711.000000
65536,649227.085144,228535.000000,649227.085144,228535.000000,649227.085144,228535.000000,649227.085144,228535.000000,649227.085144,228535.000000,649227.085144,228535.000000
32,210800.764043,161049.000000,210800.764043,161049.000000,210800.764043,161049.000000,210800.764043,161049.000000,210800.764043,161049.000000,210800.764043,161049.000000
32768,499743.506327,259542.000000,499743.506327,259542.000000,499743.506327,259542.000000,499743.506327,259542.000000,499743.506327,259542.000000,499743.506327,259542.000000
128,729482.983463,297060.000000,729482.983463,297060.000000,729482.983463,297060.000000,729482.983463,297060.000000,729482.983463,297060.000000,729482.983463,297060.000000
1024,389937.400370,278321.000000,389937.400370,278321.000000,389937.400370,278321.000000,389937.400370,278321.000000,389937.400370,278321.000000,389937.400370,278321.000000
256,391629.571708,244135.000000,391629.571708,244135.000000,391629.571708,244135.000000,391629.571708,244135.000000,391629.571708,244135.000000,391629.571708,244135.000000
4,422088.013181,290166.000000,422088.013181,290166.000000,422088.013181,290166.000000,422088.013181,290166.000000,422088.013181,290166.000000,422088.013181,290166.000000
512,579806.509789,311550.000000,579806.509789,311550.000000,579806.509789,311550.000000,579806.509789,311550.000000,579806.509789,311550.000000,579806.509789,311550.000000
64,415691.977979,289629.000000,415691.977979,289629.000000,415691.977979,289629.000000,415691.977979,289629.000000,415691.977979,289629.000000,415691.977979,289629.000000
