frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
128,148861.739023,148861.739023,148861.739023,148861.739023,148861.739023,148861.739023
2,117905.738372,115373.503943,115373.503943,115373.503943,115373.503943,115373.503943
1024,197998.402448,197998.402448,197998.402448,197998.402448,197998.402448,197998.402448
4,181397.064985,181397.064985,181397.064985,181397.064985,181397.064985,181397.064985
32,236192.667513,236192.667513,236192.667513,236192.667513,236192.667513,236192.667513
8,182476.537889,182476.537889,182476.537889,182476.537889,182476.537889,182476.537889
256,412190.953835,406446.674051,406446.674051,406446.674051,406446.674051,406446.674051
8192,347260.999994,347260.999994,347260.999994,347260.999994,347260.999994,347260.999994
16384,236840.071407,236175.123508,236175.123508,236175.123508,236840.071407,236175.123508
16,402520.957353,402520.957353,402520.957353,402520.957353,402520.957353,402520.957353
64,814202.141742,267323.812613,267323.812613,267323.812613,267323.812613,267323.812613
32768,532578.202770,540690.745774,540690.745774,532578.202770,532578.202770,540690.745774
2048,552385.815321,552385.815321,552385.815321,552385.815321,552385.815321,552385.815321
65536,684330.908976,586285.293690,586285.293690,586285.293690,586285.293690,586285.293690
512,335273.581816,335273.581816,335273.581816,335273.581816,335273.581816,335273.581816
4096,358460.285830,358460.285830,688833.250256,358460.285830,358460.285830,358460.285830
