frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,117674.645833,117170.079952,117170.079952,117170.079952,117170.079952,117170.079952
512,345227.038877,312640.184361,283125.205764,283146.029547,284855.079802,282839.480039
8,149254.723332,142076.223605,137718.822221,137704.491811,139454.966312,137704.491811
8192,932282.215595,927511.218277,950679.227442,904244.896335,712082.492857,567307.433009
32,447203.555173,389314.440088,368513.764097,367687.826642,367687.826642,367687.826642
16,291091.463056,270041.443780,263379.012461,258733.449297,258733.449297,258733.449297
64,462025.365392,463348.112343,465091.577065,465091.577065,465091.577065,465091.577065
4096,902216.599030,891731.621217,837528.123668,799941.342618,640806.353282,584178.955829
2048,722507.902913,650663.003409,590869.045976,626300.737830,583318.205747,589105.900294
32768,1196561.747618,1183605.244196,1175459.950089,1157720.186438,1160361.701076,800808.059174
128,781015.280836,758608.984277,780893.528768,793522.197178,789722.119667,792221.081349
16384,693789.796471,683047.885988,680086.231833,683504.053977,650957.674997,571790.581961
4,479044.617652,445814.269496,480947.616796,480947.616796,451908.448088,480947.616796
256,796535.965818,796799.672200,870218.376566,860775.102690,839553.880781,860648.987802
1024,1002256.293752,946137.962642,899836.651947,774862.186771,610743.397584,592577.976366
65536,872374.168530,868803.974731,864643.710691,863528.838957,864172.961149,870922.855568
