frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
16,128601.145174,61987.000000,130047.039220,61987.000000,128601.145174,61987.000000,128601.145174,61987.000000,128601.145174,61987.000000,128601.145174,61987.000000
2048,67962.287690,16239.000000,68265.789661,16239.000000,67962.287690,16239.000000,67962.287690,16239.000000,67962.287690,16239.000000,67962.287690,16239.000000
512,123442.701809,71649.000000,123442.701809,71649.000000,123442.701809,71649.000000,123442.701809,71649.000000,123442.701809,71649.000000,123442.701809,71649.000000
32768,308893.650449,125658.000000,308893.650449,125658.000000,308893.650449,125658.000000,308893.650449,125658.000000,308893.650449,125658.000000,308893.650449,125658.000000
8192,123979.107470,40673.000000,123979.107470,40673.000000,123979.107470,40673.000000,123979.107470,40673.000000,123979.107470,40673.000000,123979.107470,40673.000000
2,122624.181783,47573.000000,122624.181783,47573.000000,122624.181783,47573.000000,122624.181783,47573.000000,122624.181783,47573.000000,122624.181783,47573.000000
256,159548.986750,121980.000000,159920.386105,121980.000000,159548.986750,121980.000000,159548.986750,121980.000000,159548.986750,121980.000000,159548.986750,121980.000000
64,164279.349926,132981.000000,164279.349926,132981.000000,164279.349926,132981.000000,164279.349926,132981.000000,164279.349926,132981.000000,164279.349926,132981.000000
128,213466.866127,113670.000000,258019.458338,113670.000000,213466.866127,113670.000000,213466.866127,113670.000000,213466.866127,113670.000000,213466.866127,113670.000000
16384,257953.604920,154724.000000,257953.604920,154724.000000,257953.604920,154724.000000,257953.604920,154724.000000,257953.604920,154724.000000,257953.604920,154724.000000
4,255199.523142,208232.000000,255199.523142,208232.000000,255199.523142,208232.000000,255199.523142,208232.000000,255199.523142,208232.000000,255199.523142,208232.000000
32,257129.859804,223032.000000,322704.580728,126286.000000,257129.859804,223032.000000,257129.859804,223032.000000,257129.859804,223032.000000,257129.859804,223032.000000
1024,369648.656320,228465.000000,412246.722786,198052.000000,369648.656320,228465.000000,369648.656320,228465.000000,369648.656320,228465.000000,369648.656320,228465.000000
4096,402445.887503,238217.000000,402445.887503,238217.000000,402445.887503,238217.000000,402445.887503,238217.000000,402445.887503,238217.000000,402445.887503,238217.000000
65536,698902.234023,264963.000000,698902.234023,264963.000000,698902.234023,264963.000000,698902.234023,264963.000000,698902.234023,264963.000000,698902.234023,264963.000000
8,515163.094474,338611.000000,515163.094474,338611.000000,515163.094474,338611.000000,515163.094474,338611.000000,515163.094474,338611.000000,515163.094474,338611.000000
