frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
8,99050.273397,32294.000000,99050.273397,32294.000000,99050.273397,32294.000000,99050.273397,32294.000000,99050.273397,32294.000000,99050.273397,32294.000000
2,129276.957730,58611.000000,129276.957730,58611.000000,129276.957730,58611.000000,129276.957730,58611.000000,129276.957730,58611.000000,129276.957730,58611.000000
64,192397.222004,116192.000000,192397.222004,116192.000000,192397.222004,116192.000000,192397.222004,116192.000000,192397.222004,116192.000000,192397.222004,116192.000000
16384,263277.797873,157505.000000,263277.797873,157505.000000,263277.797873,157505.000000,263277.797873,157505.000000,263277.797873,157505.000000,263277.797873,157505.000000
4096,345879.009464,258228.000000,345879.009464,258228.000000,345879.009464,258228.000000,345879.009464,258228.000000,345879.009464,258228.000000,345879.009464,258228.000000
2048,253414.442227,170382.000000,253414.442227,170382.000000,253414.442227,170382.000000,253414.442227,170382.000000,253414.442227,170382.000000,253414.442227,170382.000000
16,381626.357078,239805.000000,381626.357078,239805.000000,381626.357078,239805.000000,381626.357078,239805.000000,381626.357078,239805.000000,381626.357078,239805.000000
8192,423371.728982,174645.000000,423371.728982,174645.000000,423371.728982,174645.000000,423371.728982,174645.000000,423371.728982,174645.000000,423371.728982,174645.000000
512,292960.773608,191954.000000,292960.773608,191954.000000,292960.773608,191954.000000,292960.773608,191954.000000,292960.773608,191954.000000,292960.773608,191954.000000
128,407896.535121,226717.000000,407896.535121,226717.000000,407896.535121,226717.000000,407896.535121,226717.000000,407896.535121,226717.000000,407896.535121,226717.000000
65536,422049.453800,263024.000000,422049.453800,263024.000000,422049.453800,263024.000000,422049.453800,263024.000000,422049.453800,263024.000000,422049.453800,263024.000000
4,362095.483986,249001.000000,362095.483986,249001.000000,362095.483986,249001.000000,362095.483986,249001.000000,362095.483986,249001.000000,362095.483986,249001.000000
32,386611.865714,328874.000000,386611.865714,328874.000000,386611.865714,328874.000000,386611.865714,328874.000000,386611.865714,328874.000000,386611.865714,328874.000000
32768,860728.374223,261369.000000,860728.374223,261369.000000,860728.374223,261369.000000,860728.374223,261369.000000,860728.374223,261369.000000,860728.374223,261369.000000
1024,572800.287572,294427.000000,572800.287572,294427.000000,572800.287572,294427.000000,572800.287572,294427.000000,572800.287572,294427.000000,572800.287572,294427.000000
256,478005.716517,303910.000000,478005.716517,303910.000000,478005.716517,303910.000000,478005.716517,303910.000000,478005.716517,303910.000000,478005.716517,303910.000000
