frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,204762.749857,124416.085146,124416.085146,124416.085146,124416.085146,124416.085146
65536,146016.756258,146016.649242,146016.649242,146016.649242,146016.649242,146016.649242
64,259049.630233,259049.630233,259049.630233,259049.630233,259049.630233,259049.630233
512,306920.330423,306920.330423,306920.330423,306920.330423,306920.330423,306920.330423
4,259475.205272,259475.205272,259475.205272,259475.205272,259475.205272,259475.205272
4096,282773.817320,282773.817320,282773.817320,282773.817320,282773.817320,282773.817320
32768,256954.111249,256954.111249,256954.111249,256954.111249,256954.111249,256954.111249
32,548112.168761,546931.112584,546931.112584,546931.112584,548112.168761,546931.112584
2048,263002.794907,303203.250730,303203.250730,303203.250730,303203.250730,303203.250730
8192,392210.116183,417982.561648,417982.561648,417982.561648,417982.561648,417982.561648
128,413723.275260,413723.275260,413723.275260,413723.275260,413723.275260,413723.275260
256,532189.370085,532189.370085,532189.370085,532189.370085,532189.370085,532189.370085
16,408054.763569,408054.763569,408054.763569,408054.763569,408054.763569,408054.763569
2,410780.459411,410780.459411,410780.459411,410780.459411,410780.459411,410780.459411
16384,414440.081343,414440.081343,414440.081343,414440.081343,414440.081343,414440.081343
1024,557615.382309,557615.382309,557615.382309,557615.382309,557615.382309,557615.382309
