arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
20,1500.000000,600,183442885.283751,183442885.283751,183442885.283751,183442885.283751,183442885.283751,183442885.283751,183442885.283751,183442885.283751
20,8000.000000,3000,988234934.957405,988234934.957405,988234934.957405,988234934.957405,988234934.957405,988234934.957405,988234934.957405,988234934.957405
20,300.000000,150,34220615.535156,34220615.535156,34220615.535156,34220615.535156,34220615.535156,34220615.535156,34220615.535156,34220615.535156
20,13.000000,262144,81124905.038646,81124905.038646,81124905.038646,81124905.038646,81124905.038646,81124905.038646,81124905.038646,81124905.038646
20,15.300000,32768,100729834.177247,100729834.177247,100729834.177247,100729834.177247,100729834.177247,100729834.177247,100729834.177247,100729834.177247
20,19.700000,4096,143017245.717375,143017245.717375,143017245.717375,143017245.717375,143017245.717375,143017245.717375,143017245.717375,143017245.717375
20,90.000000,36,290515917.242196,290515917.242196,290515917.242196,290515917.242196,290515917.242196,290515917.242196,290515917.242196,290515917.242196
20,90.000000,18,318443974.185426,318862676.409424,319182126.081901,319182126.081901,319182126.081901,319182126.081901,319182126.081901,319182126.081901
20,90.000000,27,305467619.101834,305467619.101834,305467619.101834,305467619.101834,305467619.101834,305467619.101834,305467619.101834,305467619.101834
20,32.300000,512,222539161.120576,222539161.120576,222539161.120576,222539161.120576,222539161.120576,222539161.120576,222539161.120576,222539161.120576
