arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
40,8000.000000,3000,980450877.665651,980450877.665651,980450877.665651,980450877.665651,980450877.665651,980450877.665651,980450877.665651,980450877.665651
40,300.000000,150,31882613.147759,31882613.147759,31882613.147759,31882613.147759,31882613.147759,31882613.147759,31882613.147759,31882613.147759
40,1500.000000,600,180934953.591623,180934953.591623,180934953.591623,180934953.591623,180934953.591623,180934953.591623,180934953.591623,180934953.591623
40,13.000000,262144,37878925.216962,37822591.383583,37822591.383583,37822591.383583,37822591.383583,37822591.383583,37822591.383583,37822591.383583
40,15.300000,32768,61537868.010999,60033212.283694,60033212.283694,60033212.283694,61462310.165101,60033212.283694,60033212.283694,60033212.283694
40,19.700000,4096,94761590.953250,94406850.815475,94406850.815475,94761590.953250,94761590.953250,94406850.815475,94406850.815475,94406850.815475
40,32.300000,512,167153754.612845,167153754.612845,167153754.612845,167153754.612845,167153754.612845,167153754.612845,167153754.612845,167153754.612845
40,90.000000,36,222003531.843288,220202042.048404,222590822.528213,223543053.082727,228178876.388532,232769230.352154,231819846.375420,232389314.123899
40,90.000000,27,229639796.368472,231965833.527138,232503144.434405,232503144.434405,232503144.434405,232429482.549788,232096609.332793,232503144.434405
40,90.000000,18,234068884.738064,234068884.738064,234068884.738064,234068884.738064,234068884.738064,234068884.738064,234068884.738064,234068884.738064
