arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
30,1500.000000,600,181460602.341262,181460602.341262,181460602.341262,181460602.341262,181460602.341262,181460602.341262,181460602.341262,181460602.341262
30,300.000000,150,32683321.045606,32683321.045606,32683321.045606,32683321.045606,32683321.045606,32683321.045606,32683321.045606,32683321.045606
30,8000.000000,3000,994568362.953730,994568362.953730,994568362.953730,994568362.953730,994568362.953730,994568362.953730,994568362.953730,994568362.953730
30,13.000000,262144,58108088.994902,57792464.818909,57792464.818909,57792464.818909,57792464.818909,57792464.818909,57792464.818909,57792464.818909
30,15.300000,32768,80853530.684497,80853530.684497,80853530.684497,80853530.684497,80853530.684497,80853530.684497,80853530.684497,80853530.684497
30,19.700000,4096,115810375.173956,115810375.173956,115810375.173956,115810375.173956,115810375.173956,115810375.173956,115810375.173956,115810375.173956
30,32.300000,512,193997234.636163,193997234.636163,193997234.636163,193997234.636163,193997234.636163,193997234.636163,193997234.636163,193997234.636163
30,90.000000,36,261473179.326434,261732572.102317,261732572.102317,261732572.102317,261749996.433375,261732572.102317,261732572.102317,261732572.102317
30,90.000000,27,272134762.777518,272759294.460550,272506222.995402,273421823.532547,274726919.230771,275753609.428255,275760533.970664,274639793.374626
30,90.000000,18,279848123.353391,280730335.037806,280839468.019583,280839459.940790,280839351.563008,280839468.019583,280839468.019583,280839468.019583
