arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
30,300.000000,150,32519315.128904,32519315.128904,32519315.128904,32519315.128904,32519315.128904,32519315.128904,32519315.128904,32519315.128904
30,8000.000000,3000,979464144.194309,979464144.194309,979464144.194309,979464144.194309,979464144.194309,979464144.194309,979464144.194309,979464144.194309
30,1500.000000,600,182187617.147420,182187617.147420,182187617.147420,182187617.147420,182187617.147420,182187617.147420,182187617.147420,182187617.147420
30,13.000000,262144,59141211.065191,59141211.065191,59141211.065191,59141211.065191,59141211.065191,59141211.065191,59141211.065191,59141211.065191
30,15.300000,32768,78824058.416463,78824058.416463,78824058.416463,78824058.416463,78824058.416463,78824058.416463,78824058.416463,78824058.416463
30,19.700000,4096,117634133.080270,117634133.080270,117634133.080270,117634133.080270,117634133.080270,117634133.080270,117634133.080270,117634133.080270
30,32.300000,512,196158255.233375,196158255.233375,196158255.233375,196158255.233375,196158255.233375,196158255.233375,196158255.233375,196158255.233375
30,90.000000,36,262595718.790603,262850681.266397,262842264.667972,262842264.667972,262842264.667972,262842264.667972,262842264.667972,262842264.667972
30,90.000000,27,270275553.855433,270161531.839287,270322956.183281,271466622.489419,272517782.892594,273648562.784823,273734406.083784,272459710.274635
30,90.000000,18,278966128.449703,279562727.258555,279581677.867897,279581677.867897,279581636.567865,279581677.867897,279581677.867897,279581677.867897
