arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
24,8000.000000,3000,993111776.845921,993111776.845921,993111776.845921,993111776.845921,993111776.845921,993111776.845921,993111776.845921,993111776.845921
24,300.000000,150,33704352.954477,33704352.954477,33704352.954477,33704352.954477,33704352.954477,33704352.954477,33704352.954477,33704352.954477
24,1500.000000,600,183523414.181164,183523414.181164,183523414.181164,183523414.181164,183523414.181164,183523414.181164,183523414.181164,183523414.181164
24,13.000000,262144,72622397.257724,72622397.257724,72622397.257724,72622397.257724,72622397.257724,72622397.257724,72622397.257724,72622397.257724
24,15.300000,32768,94104540.657063,94104540.657063,94104540.657063,94104540.657063,94104540.657063,94104540.657063,94104540.657063,94104540.657063
24,19.700000,4096,133718699.759019,133718699.759019,133718699.759019,133718699.759019,133718699.759019,133718699.759019,133718699.759019,133718699.759019
24,90.000000,36,276838910.652113,276838910.652113,276838910.652113,276838910.652113,276838910.652113,276838910.652113,276838910.652113,276838910.652113
24,90.000000,18,303113853.574606,303176646.520060,303452289.579137,304387220.520579,305246135.741600,304066913.237280,306264473.053420,298425441.000450
24,32.300000,512,210971445.849128,210971445.849128,210971445.849128,210971445.849128,210971445.849128,210971445.849128,210971445.849128,210971445.849128
24,90.000000,27,292746159.791955,292927388.902826,292926812.959205,292926812.959205,292926812.959205,292927388.902826,292927388.902826,292927388.902826
