arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
40,300.000000,150,31782566.022809,31782566.022809,31782566.022809,31782566.022809,31782566.022809,31782566.022809,31782566.022809,31782566.022809
40,1500.000000,600,181114229.105647,181114229.105647,181114229.105647,181114229.105647,181114229.105647,181114229.105647,181114229.105647,181114229.105647
40,8000.000000,3000,989149848.844568,989149848.844568,989149848.844568,989149848.844568,989149848.844568,989149848.844568,989149848.844568,989149848.844568
40,13.000000,262144,36831989.903487,36831989.903487,36831989.903487,36831989.903487,36831989.903487,36831989.903487,36831989.903487,36831989.903487
40,15.300000,32768,57628279.410362,56579422.847518,56579422.847518,56579422.847518,56579422.847518,56579422.847518,56579422.847518,56579422.847518
40,19.700000,4096,92137478.574699,92137478.574699,92137478.574699,92137478.574699,92137478.574699,92137478.574699,92137478.574699,92137478.574699
40,32.300000,512,167414720.020160,167414720.020160,167414720.020160,167414720.020160,167414720.020160,167414720.020160,167414720.020160,167414720.020160
40,90.000000,36,218145908.410519,216460578.038426,215364181.268491,222792702.125519,228685583.900756,229893176.484994,228624537.319927,228667449.913273
40,90.000000,27,230771283.271875,233672921.096005,234065969.466525,234065969.466525,234065772.301219,233990591.269641,233576493.287652,234065969.466525
40,90.000000,18,233102569.525911,233102569.525911,233102569.525911,233102569.525911,233102569.525911,233102569.525911,233102569.525911,233102569.525911
