arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
40,1500.000000,600,181471628.688844,181471628.688844,181471628.688844,181471628.688844,181471628.688844,181471628.688844,181471628.688844,181471628.688844
40,300.000000,150,31994255.035358,31994255.035358,31994255.035358,31994255.035358,31994255.035358,31994255.035358,31994255.035358,31994255.035358
40,8000.000000,3000,984095693.758334,984095693.758334,984095693.758334,984095693.758334,984095693.758334,984095693.758334,984095693.758334,984095693.758334
40,13.000000,262144,39866488.098649,39900317.136439,39485205.836437,39485205.836437,39485205.836437,39485205.836437,39485205.836437,39485205.836437
40,15.300000,32768,58450154.297909,57657153.917571,57657153.917571,57657153.917571,57657153.917571,57657153.917571,57657153.917571,57657153.917571
40,19.700000,4096,93267020.786616,93267020.786616,93267020.786616,93267020.786616,93267020.786616,93267020.786616,93267020.786616,93267020.786616
40,32.300000,512,167808802.728813,167808802.728813,167808802.728813,167808802.728813,167808802.728813,167808802.728813,167808802.728813,167808802.728813
40,90.000000,36,220227208.406273,221168330.319360,221285165.698718,216913116.289155,227254714.185563,231917252.261955,230831721.885637,228079216.183673
40,90.000000,27,226373016.849108,234564862.177468,234569321.648972,234569321.648972,234569176.639028,234486811.327099,234137817.687880,234569321.648972
40,90.000000,18,232654543.422265,232654543.422265,232654543.422265,232654543.422265,232654543.422265,232654543.422265,232654543.422265,232654543.422265
