arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
36,300.000000,150,32429434.789804,32429434.789804,32429434.789804,32429434.789804,32429434.789804,32429434.789804,32429434.789804,32429434.789804
36,8000.000000,3000,984499853.510876,984499853.510876,984499853.510876,984499853.510876,984499853.510876,984499853.510876,984499853.510876,984499853.510876
36,1500.000000,600,178916065.272217,178916065.272217,178916065.272217,178916065.272217,178916065.272217,178916065.272217,178916065.272217,178916065.272217
36,13.000000,262144,46089899.986995,46089899.986995,46089899.986995,46089899.986995,46089899.986995,46089899.986995,46089899.986995,46089899.986995
36,15.300000,32768,64623077.748412,64623077.748412,64623077.748412,64623077.748412,64623077.748412,64623077.748412,64623077.748412,64623077.748412
36,19.700000,4096,101283363.350018,101085117.545097,101085117.545097,101085117.545097,101085117.545097,101085117.545097,101085117.545097,101085117.545097
36,32.300000,512,179334138.161145,179334138.161145,179334138.161145,179334138.161145,179334138.161145,179334138.161145,179334138.161145,179334138.161145
36,90.000000,36,240909662.272259,242054110.510788,240972126.299343,244223363.133754,245346846.732551,245951866.590097,245951866.590097,245240835.548564
36,90.000000,27,245969436.662562,247640351.935535,249808012.067765,251587308.214481,251586944.310382,251245808.649249,249713719.286441,251587343.083566
36,90.000000,18,251685502.896751,251685502.896751,251685502.896751,251685502.896751,251685502.896751,251685502.896751,251685502.896751,251685502.896751
