arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
30,300.000000,150,32659105.377297,32659105.377297,32659105.377297,32659105.377297,32659105.377297,32659105.377297,32659105.377297,32659105.377297
30,1500.000000,600,180329244.142912,180329244.142912,180329244.142912,180329244.142912,180329244.142912,180329244.142912,180329244.142912,180329244.142912
30,8000.000000,3000,993829199.358230,993829199.358230,993829199.358230,993829199.358230,993829199.358230,993829199.358230,993829199.358230,993829199.358230
30,13.000000,262144,60832611.911167,59843218.140643,59843218.140643,59843218.140643,59843218.140643,59843218.140643,59843218.140643,59843218.140643
30,15.300000,32768,80522875.219419,80522875.219419,80522875.219419,80522875.219419,80522875.219419,80522875.219419,80522875.219419,80522875.219419
30,19.700000,4096,115800530.060793,115800530.060793,115800530.060793,115800530.060793,115800530.060793,115800530.060793,115800530.060793,115800530.060793
30,90.000000,36,260647500.038441,260822778.695520,260822778.695520,260822778.695520,260822778.695520,260822778.695520,260822778.695520,260822778.695520
30,32.300000,512,194362449.242473,194362449.242473,194362449.242473,194362449.242473,194362449.242473,194362449.242473,194362449.242473,194362449.242473
30,90.000000,27,270039611.699161,270892649.830593,271244083.244129,272049337.301144,272675437.511474,275004170.523171,275043832.429458,272301748.640497
30,90.000000,18,278582844.417594,279289172.674973,279554975.995756,279554975.995756,279554904.969979,279554979.414850,279554975.995756,279554975.995756
