arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
38,300.000000,150,32333919.231450,32333919.231450,32333919.231450,32333919.231450,32333919.231450,32333919.231450,32333919.231450,32333919.231450
38,1500.000000,600,182100141.298490,182100141.298490,182100141.298490,182100141.298490,182100141.298490,182100141.298490,182100141.298490,182100141.298490
38,8000.000000,3000,989254244.848469,989254244.848469,989254244.848469,989254244.848469,989254244.848469,989254244.848469,989254244.848469,989254244.848469
38,13.000000,262144,42130417.360018,41915325.913781,41915325.913781,41915325.913781,41915325.913781,41915325.913781,41915325.913781,41915325.913781
38,15.300000,32768,60969982.979252,60873870.011400,60873870.011400,60873870.011400,60873870.011400,60873870.011400,60873870.011400,60873870.011400
38,19.700000,4096,99207112.640007,99207112.640007,99207112.640007,99207112.640007,99207112.640007,99207112.640007,99207112.640007,99207112.640007
38,32.300000,512,172910875.005986,172910875.005986,172910875.005986,172910875.005986,172910875.005986,172910875.005986,172910875.005986,172910875.005986
38,90.000000,36,231690697.605394,231026499.830650,231089952.264116,229771971.436257,228615686.570767,239158513.604864,239287999.710292,228586327.572220
38,90.000000,27,237772714.070702,241215436.275339,242216986.231363,242220794.412298,242220548.672747,242060985.933207,241361441.476333,242220783.602832
38,90.000000,18,243146818.764661,243154776.171683,243154776.171683,243154776.171683,243154776.171683,243154776.171683,243154776.171683,243154776.171683
