arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
30,8000.000000,3000,984191056.084114,984191056.084114,984191056.084114,984191056.084114,984191056.084114,984191056.084114,984191056.084114,984191056.084114
30,300.000000,150,32706836.689785,32706836.689785,32706836.689785,32706836.689785,32706836.689785,32706836.689785,32706836.689785,32706836.689785
30,1500.000000,600,183652974.934425,183652974.934425,183652974.934425,183652974.934425,183652974.934425,183652974.934425,183652974.934425,183652974.934425
30,13.000000,262144,58154616.412769,58101113.033681,58101113.033681,58101113.033681,58101113.033681,58101113.033681,58101113.033681,58101113.033681
30,15.300000,32768,80064833.756747,79922849.432877,79922849.432877,79922849.432877,79922849.432877,79922849.432877,79922849.432877,79922849.432877
30,19.700000,4096,117472139.714387,117472139.714387,117472139.714387,117472139.714387,117472139.714387,117472139.714387,117472139.714387,117472139.714387
30,32.300000,512,196678034.717298,196678034.717298,196678034.717298,196678034.717298,196678034.717298,196678034.717298,196678034.717298,196678034.717298
30,90.000000,36,262491251.889197,262810792.185487,262851225.630136,262851225.630136,262851225.630136,262851225.630136,262851225.630136,262851225.630136
30,90.000000,27,271402809.048583,271444623.114321,271535261.567202,272602364.539162,273457114.785922,274732133.305829,274797197.902923,273519530.549369
30,90.000000,18,278606781.499595,279073604.440878,279103783.184671,279103783.184671,279103783.184671,279103783.184671,279103783.184671,279103783.184671
