arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
38,1500.000000,600,182919607.057064,182919607.057064,182919607.057064,182919607.057064,182919607.057064,182919607.057064,182919607.057064,182919607.057064
38,8000.000000,3000,988020953.803037,988020953.803037,988020953.803037,988020953.803037,988020953.803037,988020953.803037,988020953.803037,988020953.803037
38,300.000000,150,32165320.903458,32165320.903458,32165320.903458,32165320.903458,32165320.903458,32165320.903458,32165320.903458,32165320.903458
38,13.000000,262144,55908849.623474,45064173.967782,45064173.967782,45064173.967782,45064173.967782,45064173.967782,45064173.967782,45064173.967782
38,15.300000,32768,62006931.379742,61075561.792506,61075561.792506,61075561.792506,61075561.792506,61075561.792506,61075561.792506,61075561.792506
38,19.700000,4096,98343241.517101,98132862.102562,98132862.102562,98132862.102562,98132862.102562,98132862.102562,98132862.102562,98132862.102562
38,32.300000,512,170970908.062401,170970908.062401,170970908.062401,170970908.062401,170970908.062401,170970908.062401,170970908.062401,170970908.062401
38,90.000000,36,231703909.513557,231559048.283362,230830617.261890,230304372.301453,229510515.813030,239567343.186075,239510600.470866,229343754.031206
38,90.000000,27,237171759.744743,239714951.409156,241004146.218013,241004120.479551,241004120.479551,240858012.464826,240221325.120544,241004152.864537
38,90.000000,18,241463203.911221,241463203.911221,241463203.911221,241463203.911221,241463203.911221,241463203.911221,241463203.911221,241463203.911221
