arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
30,1500.000000,600,181884478.894502,181884478.894502,181884478.894502,181884478.894502,181884478.894502,181884478.894502,181884478.894502,181884478.894502
30,300.000000,150,32737022.966845,32737022.966845,32737022.966845,32737022.966845,32737022.966845,32737022.966845,32737022.966845,32737022.966845
30,8000.000000,3000,989952049.513688,989952049.513688,989952049.513688,989952049.513688,989952049.513688,989952049.513688,989952049.513688,989952049.513688
30,13.000000,262144,59095054.325956,58324635.794418,58324635.794418,58324635.794418,58324635.794418,58324635.794418,58324635.794418,58324635.794418
30,15.300000,32768,81886803.180691,81886803.180691,81886803.180691,81886803.180691,81886803.180691,81886803.180691,81886803.180691,81886803.180691
30,19.700000,4096,116959493.898046,116959493.898046,116959493.898046,116959493.898046,116959493.898046,116959493.898046,116959493.898046,116959493.898046
30,32.300000,512,196480572.682417,196480572.682417,196480572.682417,196480572.682417,196480572.682417,196480572.682417,196480572.682417,196480572.682417
30,90.000000,36,262981545.577220,262997971.240121,262997971.240121,262997971.240121,262997971.240121,262997971.240121,262997971.240121,262997971.240121
30,90.000000,27,270084543.581868,270468636.729312,270921871.241948,271533391.164420,272026195.885280,274856919.120703,274859620.979376,272556025.748535
30,90.000000,18,280022044.141706,280925102.174556,280925102.174556,280925085.808648,280925085.808648,280925102.174556,280925102.174556,280925102.174556
