arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
26,8000.000000,3000,999297450.867854,999297450.867854,999297450.867854,999297450.867854,999297450.867854,999297450.867854,999297450.867854,999297450.867854
26,1500.000000,600,183018483.411906,183018483.411906,183018483.411906,183018483.411906,183018483.411906,183018483.411906,183018483.411906,183018483.411906
26,300.000000,150,32742794.557175,32742794.557175,32742794.557175,32742794.557175,32742794.557175,32742794.557175,32742794.557175,32742794.557175
26,13.000000,262144,67165668.328853,67165668.328853,67165668.328853,67165668.328853,67165668.328853,67165668.328853,67165668.328853,67165668.328853
26,15.300000,32768,89098530.058521,89098530.058521,89098530.058521,89098530.058521,89098530.058521,89098530.058521,89098530.058521,89098530.058521
26,19.700000,4096,126758136.186972,126758136.186972,126758136.186972,126758136.186972,126758136.186972,126758136.186972,126758136.186972,126758136.186972
26,90.000000,36,273744270.210402,273744270.210402,273744270.210402,273744270.210402,273744270.210402,273744270.210402,273744270.210402,273744270.210402
26,90.000000,27,287393755.366703,287650047.737232,287838084.177761,287847579.540200,287853793.202823,287838084.177761,287838084.177761,287838084.177761
26,32.300000,512,206786987.420001,206786987.420001,206786987.420001,206786987.420001,206786987.420001,206786987.420001,206786987.420001,206786987.420001
26,90.000000,18,296107906.170328,296720682.120592,297848465.518968,298422260.122077,298475881.748903,298268178.499445,297665133.049742,298448853.327735
