arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
36,1500.000000,600,184425472.719027,184425472.719027,184425472.719027,184425472.719027,184425472.719027,184425472.719027,184425472.719027,184425472.719027
36,300.000000,150,32295395.057180,32295395.057180,32295395.057180,32295395.057180,32295395.057180,32295395.057180,32295395.057180,32295395.057180
36,8000.000000,3000,991739851.508193,991739851.508193,991739851.508193,991739851.508193,991739851.508193,991739851.508193,991739851.508193,991739851.508193
36,13.000000,262144,46335435.381039,46315637.199249,46315637.199249,46315637.199249,46315637.199249,46315637.199249,46315637.199249,46315637.199249
36,15.300000,32768,66930201.920509,66930201.920509,66930201.920509,66930201.920509,66930201.920509,66930201.920509,66930201.920509,66930201.920509
36,19.700000,4096,103770308.446467,103770308.446467,103770308.446467,103770308.446467,103770308.446467,103770308.446467,103770308.446467,103770308.446467
36,32.300000,512,179982591.356797,179982591.356797,179982591.356797,179982591.356797,179982591.356797,179982591.356797,179982591.356797,179982591.356797
36,90.000000,36,242773305.582812,242310037.579335,242791200.658044,243902074.207129,243954903.111991,246225369.378262,246266896.643437,243982437.744283
36,90.000000,27,244339740.934723,245939442.461614,248338369.975689,249723376.716480,249723050.655217,249570615.792323,247589261.239545,249723376.716480
36,90.000000,18,251337391.925278,251341625.179026,251341625.179026,251341625.179026,251341625.179026,251341625.179026,251341625.179026,251341625.179026
