arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
28,1500.000000,600,184540221.138374,184540221.138374,184540221.138374,184540221.138374,184540221.138374,184540221.138374,184540221.138374,184540221.138374
28,8000.000000,3000,993812093.821919,993812093.821919,993812093.821919,993812093.821919,993812093.821919,993812093.821919,993812093.821919,993812093.821919
28,300.000000,150,33357849.108294,33357849.108294,33357849.108294,33357849.108294,33357849.108294,33357849.108294,33357849.108294,33357849.108294
28,13.000000,262144,63417135.283120,63417135.283120,63417135.283120,63417135.283120,63417135.283120,63417135.283120,63417135.283120,63417135.283120
28,15.300000,32768,84333634.675510,84333634.675510,84333634.675510,84333634.675510,84333634.675510,84333634.675510,84333634.675510,84333634.675510
28,19.700000,4096,121127091.960423,121127091.960423,121127091.960423,121127091.960423,121127091.960423,121127091.960423,121127091.960423,121127091.960423
28,32.300000,512,197509261.798780,197509261.798780,197509261.798780,197509261.798780,197509261.798780,197509261.798780,197509261.798780,197509261.798780
28,90.000000,36,268860819.716066,268855642.538321,268855642.538321,268855642.538321,268855642.538321,268855642.538321,268855642.538321,268855642.538321
28,90.000000,27,279148335.799019,279783644.229484,280541609.882318,280951487.894005,281152389.813924,281135245.528821,281143991.019655,281002968.890505
28,90.000000,18,287768155.963367,288704144.438445,289201241.445269,289201222.629337,289201222.629337,289201241.445269,289145527.626177,289201241.445269
