arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
30,1500.000000,600,180440197.301575,180440197.301575,180440197.301575,180440197.301575,180440197.301575,180440197.301575,180440197.301575,180440197.301575
30,300.000000,150,33091250.860153,33091250.860153,33091250.860153,33091250.860153,33091250.860153,33091250.860153,33091250.860153,33091250.860153
30,8000.000000,3000,991541201.378547,991541201.378547,991541201.378547,991541201.378547,991541201.378547,991541201.378547,991541201.378547,991541201.378547
30,13.000000,262144,57261824.839128,57103397.727698,57103397.727698,57103397.727698,57103397.727698,57103397.727698,57103397.727698,57103397.727698
30,15.300000,32768,80168191.931484,80168191.931484,80168191.931484,80168191.931484,80168191.931484,80168191.931484,80168191.931484,80168191.931484
30,19.700000,4096,117866866.096593,117866866.096593,117866866.096593,117866866.096593,117866866.096593,117866866.096593,117866866.096593,117866866.096593
30,90.000000,36,262993533.991829,263050236.334155,263088629.082418,263088629.082418,263088629.082418,263088629.082418,263088629.082418,263088629.082418
30,32.300000,512,198254748.925282,198254748.925282,198254748.925282,198254748.925282,198254748.925282,198254748.925282,198254748.925282,198254748.925282
30,90.000000,27,269243535.710070,269592552.815495,270037640.276020,270894876.482022,271087267.805739,273283191.458343,273306692.257734,271327730.745864
30,90.000000,18,277583476.683609,278240881.855367,278265739.685084,278265739.685084,278265692.485620,278265740.339915,278265739.685084,278265740.339915
