arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
26,300.000000,150,33214121.419407,33214121.419407,33214121.419407,33214121.419407,33214121.419407,33214121.419407,33214121.419407,33214121.419407
26,8000.000000,3000,995097086.208212,995097086.208212,995097086.208212,995097086.208212,995097086.208212,995097086.208212,995097086.208212,995097086.208212
26,1500.000000,600,182285553.898750,182285553.898750,182285553.898750,182285553.898750,182285553.898750,182285553.898750,182285553.898750,182285553.898750
26,13.000000,262144,67243175.724545,66954314.400483,66954314.400483,66954314.400483,66954314.400483,66954314.400483,66954314.400483,66954314.400483
26,15.300000,32768,88392368.019856,88392368.019856,88392368.019856,88392368.019856,88392368.019856,88392368.019856,88392368.019856,88392368.019856
26,19.700000,4096,126662494.974664,126662494.974664,126662494.974664,126662494.974664,126662494.974664,126662494.974664,126662494.974664,126662494.974664
26,90.000000,36,275119055.632032,275119055.632032,275119055.632032,275119055.632032,275119055.632032,275119055.632032,275119055.632032,275119055.632032
26,90.000000,27,287803148.180909,286509633.415641,286687042.481862,286687042.481862,286687042.481862,286687042.481862,286687042.481862,286687042.481862
26,90.000000,18,290891312.607358,290246655.452724,295890814.529043,296478569.975920,296493986.389483,296449473.576802,295763950.519142,296494157.176759
26,32.300000,512,205798275.850087,205798275.850087,205798275.850087,205798275.850087,205798275.850087,205798275.850087,205798275.850087,205798275.850087
