arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
28,1500.000000,600,184648913.297119,184648913.297119,184648913.297119,184648913.297119,184648913.297119,184648913.297119,184648913.297119,184648913.297119
28,300.000000,150,33044454.261807,33044454.261807,33044454.261807,33044454.261807,33044454.261807,33044454.261807,33044454.261807,33044454.261807
28,8000.000000,3000,987258044.434640,987258044.434640,987258044.434640,987258044.434640,987258044.434640,987258044.434640,987258044.434640,987258044.434640
28,13.000000,262144,62168618.791828,62168618.791828,62168618.791828,62168618.791828,62168618.791828,62168618.791828,62168618.791828,62168618.791828
28,15.300000,32768,86110296.876070,86110296.876070,86110296.876070,86110296.876070,86110296.876070,86110296.876070,86110296.876070,86110296.876070
28,19.700000,4096,121645258.177685,121645258.177685,121645258.177685,121645258.177685,121645258.177685,121645258.177685,121645258.177685,121645258.177685
28,90.000000,36,266180293.542932,266180293.542932,266180293.542932,266180293.542932,266180293.542932,266180293.542932,266180293.542932,266180293.542932
28,32.300000,512,202568451.838780,202568451.838780,202568451.838780,202568451.838780,202568451.838780,202568451.838780,202568451.838780,202568451.838780
28,90.000000,27,279953514.829342,280490362.619804,281213208.436603,281485457.594115,281548838.025645,281527672.800666,281527672.800666,281527672.800666
28,90.000000,18,286661056.228508,287923323.276441,288404154.517714,288404120.379421,288404120.379421,288404154.517714,288404154.517714,288404154.517714
