frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,406354.345279,204260.000000,508.351257
4,600978.621817,127039.000000,844.657919
8,215007.752930,106220.000000,2523.544729
16,577334.734793,295254.000000,4940.352417
32,904401.518619,186712.000000,347.194470
64,192171.282189,59915.000000,2879.354615
128,657523.028315,242136.000000,1715.447755
256,470621.988735,223826.000000,9690.475324
512,272714.264552,87109.000000,8174.387683
1024,316511.617059,123679.000000,10358.841489
2048,234584.214955,109637.000000,33235.210485
4096,328942.416581,123412.000000,126889.174211
8192,442350.624247,185273.000000,189917.578712
16384,185609.699668,83884.000000,81256.640836
32768,699166.450881,78001.000000,136904.435377
65536,457672.859617,148685.000000,454862.384445
