frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,266787.338809,38577.000000,20.542639
4,4500536.715730,271835.000000,213.859767
8,564550.567311,117776.000000,4743.653234
16,470947.796230,55357.000000,106.648957
32,711771.529632,104049.000000,1877.935036
64,416068.929810,142716.000000,8483.835394
128,2156182.976074,179149.000000,1119.786587
256,845994.087141,518343.000000,54667.163352
512,603060.693979,150377.000000,42280.750833
1024,814289.665491,158651.000000,21855.975064
2048,359572.375802,86971.000000,12585.506148
4096,4273663.602102,175253.000000,22685.665364
8192,553631.166421,192113.000000,50963.753384
16384,403862.292267,221519.000000,240459.286961
32768,130017.453859,31344.000000,60523.927062
65536,209562.373095,84217.000000,130537.429108
