frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,482100.525321,179986.000000,448.000000
4,494449.797149,164703.000000,349.193356
8,766512.662467,201679.000000,590.935699
16,864976.444087,296259.000000,752.015292
32,1155047.635885,305636.000000,736.848695
64,965139.280754,241897.000000,3047.918306
128,529668.893095,249784.000000,3871.632214
256,1258657.951414,298819.000000,4296.134774
512,892892.006543,243189.000000,200719.682692
1024,1523106.055420,283456.000000,233305.848607
2048,1116999.398050,289620.000000,367889.023055
4096,715525.371085,226197.000000,107373.748626
8192,770253.239777,157327.000000,303188.271007
16384,1970940.202139,304349.000000,1500420.693307
32768,580215.482266,163467.000000,150591.775997
65536,641878.469925,115962.000000,617588.001532
