frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,451179.017745,238542.000000,23.000000
4,764316.491692,248482.000000,168.733518
8,813996.061354,255767.000000,64.163853
16,1064873.406491,295630.000000,263.541268
32,1043801.706417,299492.000000,442.688378
64,970086.492717,291617.000000,394.574454
128,1175818.524146,290703.000000,1613.717138
256,1333529.834973,299190.000000,3593.858094
512,187593.134864,103549.000000,8500.300289
1024,1309691.137339,283239.000000,310093.032382
2048,1170191.229013,238111.000000,86590.700881
4096,1561146.747105,293389.000000,174175.608192
8192,1515098.374741,209490.000000,1048434.094647
16384,1641105.853592,259362.000000,747163.329860
32768,1316993.439686,143274.000000,148816.661581
65536,891990.601874,176487.000000,831214.831959
