frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,837551.139742,287764.000000,5606.323751
4,557411.798696,212335.000000,2946.236922
8,739689.515099,232222.000000,204.078416
16,306281.103271,108704.000000,2153.643192
32,944905.429057,273300.000000,597.308128
64,803604.515316,265050.000000,1268.817954
128,815930.965145,288368.000000,8099.168476
256,1009890.228008,270331.000000,781.190758
512,1140925.556152,244666.000000,6067.265117
1024,1288424.143141,294973.000000,296620.827708
2048,1948196.752799,296892.000000,846393.664534
4096,481676.796524,114920.000000,61188.326656
8192,277993.732352,97760.000000,149217.655996
16384,1710367.355458,274886.000000,1112946.553056
32768,2061575.756979,236919.000000,1161004.280246
65536,2292227.472971,245041.000000,1393558.647180
