frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,550795.151038,83911.000000,21.470911
4,554513.115647,98243.000000,20551.135200
8,49248.506861,5537.000000,1274.921174
16,681803.971000,117348.000000,33.911650
32,6622415.462691,342115.000000,4621.257729
64,316945.424313,100253.000000,1350.516568
128,567383.128878,70735.000000,700.172836
256,311739.934676,85871.000000,2651.704735
512,621962.049303,268963.000000,9699.662520
1024,376839.941648,43361.000000,911.769159
2048,270105.142617,56182.000000,30538.036414
4096,368948.783005,162827.000000,167446.770608
8192,370834.630144,95515.000000,135698.804136
16384,318872.271996,55995.000000,24361.557073
32768,275871.231744,100698.000000,78368.998775
65536,524596.210653,264998.000000,514522.164160
