frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,642807.177230,89494.000000,115.221526
4,1027460.350475,199296.000000,20311.123455
8,2901870.592149,203438.000000,2466.281614
16,608995.324711,59383.000000,164.769536
32,512227.453361,46444.000000,2042.015671
64,337320.020442,113568.000000,2670.713575
128,610943.496066,88397.000000,850.834296
256,393167.314913,206445.000000,3113.755771
512,501049.579583,337456.000000,1637.326785
1024,360948.595433,195168.000000,55843.149463
2048,213688.109564,100103.000000,17312.036709
4096,248675.648044,100906.000000,73774.816957
8192,342156.647206,54163.000000,49212.275318
16384,408221.777794,212098.000000,313715.919115
32768,595210.296504,238700.000000,381912.379117
65536,332527.746698,127614.000000,251178.206059
