frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,346476.481682,225542.000000,705.348141
4,106266.726782,30639.000000,193.178674
8,173435.802535,93095.000000,363.017906
16,527492.812381,225329.000000,3384.741349
32,142854.145166,48966.000000,4506.045495
64,162834.955673,74837.000000,2321.830959
128,570856.763241,262796.000000,782.198185
256,257570.748436,149617.000000,1466.445021
512,488371.030820,254435.000000,27544.070759
1024,772287.718863,287573.000000,67216.860050
2048,427410.228103,180899.000000,10333.601502
4096,471993.829499,255974.000000,166002.508836
8192,535363.148286,181849.000000,43455.106317
16384,561435.669409,187423.000000,296272.125457
32768,847640.772952,288267.000000,386045.770327
65536,618119.437484,293310.000000,314982.172876
