frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,757845.244914,286306.000000,59.236813
4,350663.711181,75625.000000,65.115282
8,494889.384569,119858.000000,724.000000
16,156971.325066,82387.000000,469.268580
32,966540.845295,235672.000000,2810.918355
64,203145.782132,79703.000000,339.983823
128,444346.285161,208100.000000,1491.710763
256,226864.271347,89634.000000,1247.383261
512,206605.421964,134024.000000,12136.609123
1024,377130.818161,176512.000000,17601.384491
2048,234196.864802,109623.000000,10291.799260
4096,750391.058258,298687.000000,203385.780580
8192,525357.420523,248434.000000,171714.053368
16384,455022.579272,269163.000000,167438.454484
32768,252782.534347,88108.000000,152214.671816
65536,667301.526958,284616.000000,457773.625119
