frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,474348.452216,295608.000000,793.005044
4,221275.595265,110529.000000,2989.873576
8,388802.306563,247488.000000,262.217467
16,172985.940978,120447.000000,299.879976
32,417402.120755,273529.000000,139.807010
64,370217.293591,202804.000000,59426.904033
128,418790.503755,269215.000000,1237.320492
256,387677.695115,219812.000000,2449.084523
512,249523.441787,182670.000000,9481.620589
1024,651053.961390,267502.000000,46257.723355
2048,521388.648433,276123.000000,7109.107258
4096,612032.045491,163264.000000,84051.695682
8192,808811.199527,247679.000000,303392.479757
16384,532816.285954,207555.000000,466894.475920
32768,731337.561958,247833.000000,430765.546604
65536,1610165.828976,218738.000000,1592428.363369
