frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,608020.341822,128006.000000,1197.367112
4,288183.024471,82153.000000,20.049938
8,280811.559750,160342.000000,4876.727386
16,522107.292255,272699.000000,1224.381885
32,295607.933946,198408.000000,382.041883
64,389919.036205,256438.000000,1155.466140
128,152489.937088,83807.000000,872.570341
256,513384.967298,221419.000000,28552.384822
512,470795.493333,246497.000000,193783.193301
1024,367871.120858,237534.000000,22336.066373
2048,364966.141802,118693.000000,3391.261417
4096,278348.193565,173570.000000,34474.516704
8192,560012.947762,250634.000000,333331.142247
16384,416343.568288,143606.000000,141974.022958
32768,353278.988938,125794.000000,158206.279376
65536,517296.322794,158809.000000,511113.963670
