frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,228179.759168,134115.000000,226.832537
4,276298.645078,148639.000000,192.460386
8,278883.804650,165670.000000,543.966911
16,358618.239061,205282.000000,1288.046583
32,774221.619542,260135.000000,380.520696
64,447826.681486,253806.000000,584.209723
128,324765.927029,138705.000000,1641.170009
256,671030.425024,264478.000000,5371.224907
512,398487.043952,233287.000000,6593.623738
1024,396783.408651,137272.000000,64348.109685
2048,638954.418911,284421.000000,33811.048875
4096,383075.776112,129132.000000,112315.723187
8192,298217.748256,110578.000000,48453.795424
16384,885869.363966,287565.000000,338261.263914
32768,672869.983807,125781.000000,659623.358236
65536,958855.402974,196281.000000,836132.530493
