frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,330288.227686,199605.000000,1141.102537
4,261311.742268,116270.000000,2400.842560
8,476282.439573,195366.000000,107.172758
16,224161.537876,84394.000000,118.650748
32,605396.086528,296115.000000,1743.837722
64,430867.830499,195446.000000,485.797283
128,703945.232765,272587.000000,2566.313894
256,438461.807907,272671.000000,3144.569923
512,784164.413594,250279.000000,24794.510542
1024,701797.525165,207448.000000,63021.721430
2048,787530.196892,270899.000000,335495.303140
4096,488251.433858,176924.000000,7869.945171
8192,146137.184488,84132.000000,20153.423431
16384,891558.237370,210985.000000,787309.462753
32768,159612.996360,67399.000000,75125.187474
65536,877349.643733,167507.000000,803460.594251
