frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,536135.528725,224710.000000,263.829490
4,724539.663359,301918.000000,387.904627
8,453722.891693,274584.000000,106.418983
16,715715.232164,269830.000000,615.146324
32,838278.985002,211849.000000,1659.929215
64,953228.043257,207341.000000,451.171808
128,1384576.556892,301665.000000,9083.735740
256,1259856.214779,289418.000000,14905.479731
512,528816.315633,214304.000000,6256.823475
1024,571495.425958,168395.000000,27897.594394
2048,614079.304745,183799.000000,184345.877507
4096,1509750.439662,299007.000000,650169.838650
8192,1047867.523381,217968.000000,78346.121563
16384,765448.230862,162923.000000,162386.857378
32768,2289016.171138,295766.000000,795116.162012
65536,1524860.345474,122649.000000,1521525.670744
