frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,101693.254196,22004.000000,1184.359320
4,250218.919487,91963.000000,1404.373170
8,81174.612250,15584.000000,190.499344
16,421787.299739,193153.000000,224.448212
32,383066.682125,107173.000000,602.498963
64,287928.381182,179307.000000,1656.778501
128,578282.061700,259101.000000,14155.554104
256,315123.293512,191981.000000,5008.782786
512,408706.888486,225061.000000,7750.400635
1024,447272.651328,251753.000000,9763.203470
2048,470602.796100,70629.000000,243581.397943
4096,266979.780809,119788.000000,173696.639006
8192,1271362.996099,244324.000000,248364.651269
16384,408069.217366,179930.000000,228362.875630
32768,503416.774995,198800.000000,170250.245912
65536,644298.299954,203011.000000,580505.685128
