frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,318948.532223,63540.000000,84.130850
4,487042.588753,59833.000000,208.000000
8,746020.536382,119090.000000,66.483081
16,1270845.384138,117498.000000,386.707900
32,844042.794067,119426.000000,1481.597786
64,1592352.683618,144607.000000,265.766815
128,959237.515759,155671.000000,7553.917990
256,472275.985210,253596.000000,253772.042292
512,1487542.608004,120764.000000,326958.769336
1024,615259.534622,261112.000000,11968.875260
2048,417051.302905,72372.000000,13632.576682
4096,482323.017456,251411.000000,169426.118633
8192,607543.602373,180554.000000,56936.911314
16384,365342.547092,131319.000000,105025.142195
32768,212483.828109,40248.000000,98912.140883
65536,487827.488997,203567.000000,448812.325504
