frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,387939.511394,130669.000000,177.000000
4,499687.456555,78142.000000,1664.005108
8,370896.008196,195178.000000,621.933276
16,157586.428239,56697.000000,10187.950039
32,160076.611009,37850.000000,1782.209303
64,138345.245600,20512.000000,11327.777364
128,180370.797878,71771.000000,921.276289
256,104211.082079,23180.000000,1477.499915
512,308815.409120,140695.000000,12952.709717
1024,92922.794512,46885.000000,9037.599847
2048,401031.820974,248252.000000,36101.421703
4096,480411.991764,224297.000000,130479.210026
8192,631708.259066,245211.000000,193092.425305
16384,162658.941110,87472.000000,62956.843441
32768,266681.158211,117690.000000,75146.638687
65536,420846.520293,111694.000000,387260.349525
