frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,371986.568337,156284.000000,374.403526
4,958424.278721,290386.000000,158.066442
8,656501.483832,273060.000000,22596.793091
16,766015.978528,207044.000000,540.218474
32,192817.933888,64499.000000,343.530202
64,758318.943817,254776.000000,1578.854648
128,731111.124586,282898.000000,1332.116361
256,866988.350664,294037.000000,4204.598078
512,786609.384018,288223.000000,7171.683763
1024,951413.091994,290138.000000,65723.623127
2048,1386149.781549,278532.000000,357832.993293
4096,1503537.038100,268783.000000,382021.064864
8192,2348572.892361,304162.000000,492200.998724
16384,2159462.987133,203413.000000,1148228.713232
32768,249978.009869,102219.000000,0.000000
65536,271959.329761,63558.000000,0.000000
